Fiscal Year,Month,Region,Affiliate,Channel,Sub-Channel,Brand,Sub-Brand,Gender,Category,FX Type,Net Revenue,Units Sold,Inventory
2019,June,Asia,India,DTC,Outlet,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,179024.00,10029.00,11935.00
2019,June,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Accessories,2019 Actual Rate,193471.00,9698.00,11152.00
2019,June,Asia,India,DTC,Ecomm,Dockers,,Womens,Footwear,2019 Actual Rate,162716.00,6083.00,6387.00
2019,June,Asia,India,DTC,Mainline,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,200467.00,10244.00,11985.00
2019,June,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2019 Actual Rate,179274.00,6205.00,7757.00
2019,June,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Accessories,2019 Actual Rate,180550.00,6430.00,7523.00
2019,June,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,160091.00,5258.00,5573.00
2019,June,Asia,India,Wholesale,Franchise,Signature,,Womens,Bottoms,FCST4 Rate,164707.00,6693.00,8299.00
2019,May,Asia,India,DTC,Commissionaire,Denizen,,Mens,Bottoms,2019 Actual Rate,158921.00,6306.00,7757.00
2019,May,Asia,India,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,166020.00,5912.00,7272.00
2019,May,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,FCST10 Rate,190513.00,9928.00,11218.00
2019,May,Asia,India,DTC,Commissionaire,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,185836.00,6045.00,7375.00
2019,May,Asia,India,DTC,Concessionaire,Levis,Levis Mens,Mens,Tops,FCST4 Rate,169256.00,6637.00,7766.00
2019,May,Asia,India,DTC,Ecomm,Signature,,Mens,Bottoms,FCST7 Rate,161909.00,5189.00,6331.00
2019,May,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST7 Rate,194839.00,6652.00,7716.00
2019,May,Asia,India,DTC,Concessionaire,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,200138.00,10227.00,12272.00
2019,May,Beyond Yoga,Beyond Yoga,DTC,Mainline,Beyond Yoga,,,,2019 Actual Rate,207997.00,7477.00,8000.00
2019,May,Asia,India,DTC,Ecomm,Denizen,,Womens,Bottoms,FCST4 Rate,163178.00,6932.00,8596.00
2019,May,Asia,India,DTC,Commissionaire,Levis,Levis Womens,Womens,Footwear,FCST7 Rate,167174.00,7812.00,9687.00
2019,May,Asia,India,Wholesale,Franchise,Dockers,,Mens,Bottoms,2019 Actual Rate,200405.00,7878.00,8429.00
2019,May,Asia,India,Wholesale,Franchise,Denizen,,Womens,Bottoms,FCST10 Rate,180808.00,8441.00,9538.00
2019,May,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2019 Actual Rate,187357.00,8755.00,9718.00
2019,May,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST10 Rate,180480.00,10111.00,12335.00
2019,May,Asia,India,Wholesale,Franchise,Signature,,Mens,Footwear,2019 Actual Rate,192360.00,9074.00,10344.00
2019,May,Asia,India,DTC,Mainline,Signature,,Mens,Tops,FCST7 Rate,171353.00,5545.00,6433.00
2019,May,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Accessories,2019 Actual Rate,185780.00,6201.00,7317.00
2019,May,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,200288.00,7479.00,8302.00
2019,May,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST10 Rate,178940.00,6562.00,7809.00
2019,May,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,169375.00,9865.00,12232.00
2019,May,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,174573.00,8071.00,9120.00
2019,May,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2019 Actual Rate,192655.00,6513.00,7685.00
2019,May,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,198611.00,8437.00,9534.00
2019,May,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST4 Rate,186160.00,10139.00,12167.00
2019,May,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Accessories,FCST4 Rate,168023.00,6161.00,6839.00
2019,May,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,171502.00,7718.00,8722.00
2019,April,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2019 Actual Rate,174471.00,7775.00,9563.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,161564.00,5713.00,6170.00
2019,April,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST10 Rate,188856.00,7972.00,9726.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,FCST4 Rate,201402.00,10759.00,12050.00
2019,April,Asia,India,DTC,Ecomm,Signature,,Mens,Tops,2019 Actual Rate,203602.00,6343.00,6914.00
2019,April,Asia,India,Wholesale,Licensing,Denizen,,Mens,Footwear,2019 Actual Rate,193426.00,10535.00,12748.00
2019,April,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,199388.00,6655.00,8053.00
2019,April,Asia,India,DTC,Outlet,Dockers,,Womens,Bottoms,2019 Actual Rate,157244.00,7341.00,8589.00
2019,April,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST7 Rate,190808.00,9750.00,11700.00
2019,April,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,176259.00,6018.00,6499.00
2019,April,Asia,India,DTC,Ecomm,Dockers,,Mens,Tops,2019 Actual Rate,153551.00,5847.00,6374.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,196570.00,8847.00,9997.00
2019,April,Asia,India,Wholesale,Licensing,Dockers,,Womens,Bottoms,FCST10 Rate,207581.00,11412.00,14151.00
2019,April,Asia,India,DTC,Concessionaire,Denizen,,Mens,Accessories,2019 Actual Rate,153432.00,6905.00,8355.00
2019,April,Asia,India,DTC,Commissionaire,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,160417.00,7416.00,8826.00
2019,April,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,165272.00,5533.00,6640.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST4 Rate,207027.00,8655.00,10299.00
2019,April,Asia,India,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,182124.00,6873.00,8178.00
2019,April,Asia,India,Wholesale,Franchise,Denizen,,Womens,Bottoms,FCST7 Rate,194822.00,7144.00,7787.00
2019,April,Asia,India,Wholesale,Franchise,Denizen,,Mens,Footwear,2019 Actual Rate,177409.00,5527.00,6301.00
2019,April,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,185023.00,8646.00,10116.00
2019,April,Asia,India,DTC,Commissionaire,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,192501.00,8255.00,9658.00
2019,April,Asia,India,Wholesale,Franchise,Denizen,,Mens,Bottoms,FCST10 Rate,166923.00,7091.00,8864.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Footwear,2019 Actual Rate,159586.00,7599.00,8435.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,207550.00,10982.00,13617.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,157634.00,6824.00,7165.00
2019,April,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,188910.00,6324.00,7400.00
2019,March,Asia,India,DTC,Ecomm,Denizen,,Mens,Bottoms,2019 Actual Rate,158721.00,5599.00,6047.00
2019,March,Asia,India,DTC,Ecomm,Signature,,Womens,Tops,FCST10 Rate,166344.00,6759.00,8314.00
2019,March,Asia,India,Wholesale,Licensing,Dockers,,Womens,Footwear,2019 Actual Rate,172663.00,7150.00,7650.00
2019,March,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2019 Actual Rate,177522.00,5925.00,7288.00
2019,March,Asia,India,DTC,Concessionaire,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,193553.00,7939.00,8892.00
2019,March,Asia,India,Wholesale,Franchise,Signature,,Womens,Tops,2019 Actual Rate,198638.00,7417.00,9123.00
2019,March,Asia,India,Wholesale,Wholesale,Levis,Levis Mens,Mens,No Product Category,FCST10 Rate,196010.00,6376.00,6759.00
2019,March,Asia,India,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,184056.00,7446.00,7892.00
2019,March,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,206623.00,6559.00,6953.00
2019,March,Asia,India,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,194685.00,7985.00,9822.00
2019,March,Asia,India,DTC,Concessionaire,Denizen,,Womens,No Product Category,2019 Actual Rate,190904.00,6493.00,7792.00
2019,March,Asia,India,Wholesale,Franchise,Signature,,Mens,Bottoms,2019 Actual Rate,173111.00,7777.00,8632.00
2019,March,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2019 Actual Rate,169620.00,8234.00,8810.00
2019,March,Asia,India,Wholesale,Licensing,Levis,Levis Womens,Womens,No Product Category,2019 Actual Rate,176263.00,7130.00,8913.00
2019,March,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,No Product Category,2019 Actual Rate,170390.00,7519.00,8798.00
2019,March,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST10 Rate,160149.00,5553.00,6441.00
2019,March,Asia,India,Wholesale,Franchise,Dockers,,Mens,Bottoms,2019 Actual Rate,181420.00,10068.00,11074.00
2019,March,Asia,India,DTC,Ecomm,Signature,,Mens,Bottoms,2019 Actual Rate,178666.00,7885.00,9462.00
2019,March,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2019 Actual Rate,191198.00,9927.00,10821.00
2019,March,Asia,India,Wholesale,Franchise,Signature,,Womens,Bottoms,2019 Actual Rate,171277.00,8504.00,9185.00
2019,March,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,197971.00,10475.00,10998.00
2019,March,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2019 Actual Rate,186930.00,7121.00,8118.00
2019,March,Asia,India,Wholesale,Franchise,Dockers,,Womens,Bottoms,FCST7 Rate,179279.00,7688.00,8764.00
2019,March,Asia,India,Wholesale,Licensing,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,160076.00,6539.00,7978.00
2019,March,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,182057.00,6438.00,7403.00
2019,March,Asia,India,Wholesale,Franchise,Denizen,,Womens,Tops,FCST10 Rate,183709.00,5888.00,6183.00
2019,March,Asia,India,DTC,Concessionaire,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,186869.00,7328.00,9014.00
2019,February,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST4 Rate,173555.00,6481.00,8036.00
2019,February,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,205757.00,11312.00,12103.00
2019,February,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST4 Rate,202808.00,10731.00,11482.00
2019,February,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,170731.00,5965.00,6502.00
2019,February,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST10 Rate,160236.00,5399.00,5939.00
2019,February,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,152799.00,6578.00,8025.00
2019,February,Asia,India,DTC,Mainline,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,169173.00,5422.00,6290.00
2019,February,Asia,India,DTC,Ecomm,Denizen,,Mens,Tops,2019 Actual Rate,190125.00,6275.00,7279.00
2019,February,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,203168.00,7377.00,8189.00
2019,February,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,180940.00,7465.00,8062.00
2019,February,Asia,India,Wholesale,Wholesale,Levis,Levis Womens,Womens,No Product Category,2019 Actual Rate,204325.00,9266.00,10378.00
2019,February,Asia,India,DTC,Ecomm,Signature,,Womens,Tops,2019 Actual Rate,158875.00,7491.00,8539.00
2019,February,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST4 Rate,181700.00,5967.00,6445.00
2019,February,Asia,India,Wholesale,Franchise,Denizen,,Womens,Tops,FCST4 Rate,172652.00,8381.00,9387.00
2019,February,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,196737.00,6586.00,7377.00
2019,February,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Footwear,FCST10 Rate,162528.00,6575.00,7495.00
2019,February,Asia,India,DTC,Concessionaire,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,157533.00,5883.00,7059.00
2019,February,Asia,India,DTC,Ecomm,Signature,,Womens,Accessories,FCST10 Rate,173321.00,6479.00,7581.00
2019,February,Asia,India,Wholesale,Licensing,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,176739.00,5506.00,6827.00
2019,February,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,161599.00,6474.00,6798.00
2019,February,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST10 Rate,165779.00,9119.00,10213.00
2019,February,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,165881.00,8212.00,8787.00
2019,February,Asia,India,DTC,Ecomm,Denizen,,Mens,Tops,2019 Actual Rate,172560.00,9218.00,10324.00
2019,February,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,197535.00,10294.00,11220.00
2019,February,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,208220.00,11447.00,12248.00
2019,February,Asia,India,DTC,Ecomm,Signature,,Womens,Tops,2019 Actual Rate,174581.00,6402.00,7682.00
2019,February,Asia,India,DTC,Concessionaire,Denizen,,Womens,Bottoms,FCST4 Rate,191447.00,9385.00,10042.00
2019,January,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2019 Actual Rate,172604.00,6044.00,7373.00
2019,January,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,168772.00,9103.00,11288.00
2019,January,Asia,India,Wholesale,Wholesale,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,181025.00,5916.00,6685.00
2019,January,Asia,India,Wholesale,Franchise,Denizen,,Mens,Tops,2019 Actual Rate,171804.00,6545.00,6938.00
2019,January,Asia,India,DTC,Ecomm,Signature,,Womens,Footwear,2019 Actual Rate,200442.00,7278.00,8297.00
2019,January,Asia,India,DTC,Concessionaire,Dockers,,Mens,Tops,2019 Actual Rate,202491.00,11029.00,13566.00
2019,January,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,199454.00,7595.00,8583.00
2019,January,Asia,India,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,FCST10 Rate,202944.00,9948.00,11341.00
2019,January,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Accessories,2019 Actual Rate,175679.00,8202.00,9596.00
2019,January,Asia,India,DTC,Ecomm,Signature,,Mens,Bottoms,FCST7 Rate,187680.00,5847.00,6782.00
2019,January,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,FCST10 Rate,200172.00,8532.00,10324.00
2019,January,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,193478.00,7025.00,8149.00
2019,January,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,176546.00,6227.00,7411.00
2019,January,Asia,India,Wholesale,Franchise,Denizen,,Mens,Footwear,2019 Actual Rate,176864.00,9723.00,10695.00
2019,January,Asia,India,DTC,Ecomm,Dockers,,Mens,Bottoms,FCST10 Rate,198034.00,8090.00,9384.00
2019,January,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2019 Actual Rate,200439.00,7413.00,8376.00
2019,January,Asia,India,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,FCST7 Rate,176653.00,5952.00,6488.00
2019,January,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,170413.00,6183.00,7729.00
2019,January,Asia,India,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,187431.00,7068.00,8622.00
2019,January,Asia,India,DTC,Mainline,Levis,Levis Mens,Mens,Accessories,2019 Actual Rate,176920.00,6488.00,7655.00
2019,January,Asia,India,DTC,Concessionaire,Levis,Levis Womens,Womens,Tops,FCST10 Rate,160088.00,7623.00,8919.00
2019,January,Asia,India,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,FCST10 Rate,154283.00,7203.00,8427.00
2019,January,Asia,India,DTC,Outlet,Levis,Levis Womens,Womens,Footwear,FCST4 Rate,170432.00,7125.00,8336.00
2019,January,Asia,India,Wholesale,Franchise,Dockers,,Mens,No Product Category,2019 Actual Rate,181326.00,6905.00,7250.00
2019,January,Asia,India,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST10 Rate,181166.00,7843.00,8705.00
2019,January,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2019 Actual Rate,174949.00,5801.00,7135.00
2019,January,Asia,India,DTC,Concessionaire,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,184727.00,6966.00,8289.00
2019,December,Asia,Pakistan,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,169938.00,9520.00,11329.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,159719.00,6027.00,6328.00
2019,December,Asia,Pakistan,DTC,Ecomm,Signature,,Mens,No Product Category,2019 Actual Rate,170281.00,5355.00,5944.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Signature,,Womens,Tops,2019 Actual Rate,187007.00,6785.00,7464.00
2019,December,Asia,Pakistan,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2019 Actual Rate,166444.00,6222.00,6844.00
2019,December,Asia,Pakistan,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,202535.00,9455.00,11441.00
2019,December,Asia,Pakistan,Wholesale,Licensing,Denizen,,Womens,Bottoms,FCST10 Rate,171385.00,6338.00,6909.00
2019,December,Asia,Pakistan,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,163014.00,6331.00,6837.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,205517.00,8430.00,9526.00
2019,December,Asia,Pakistan,DTC,Concessionaire,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,181017.00,9250.00,10822.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Womens,Womens,Accessories,2019 Actual Rate,203876.00,8826.00,9885.00
2019,December,Asia,Pakistan,DTC,Ecomm,Signature,,Womens,Tops,2019 Actual Rate,185569.00,6124.00,7411.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Signature,,Mens,Bottoms,2019 Actual Rate,156016.00,6059.00,6604.00
2019,December,Asia,Pakistan,Wholesale,Licensing,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,156002.00,5941.00,6238.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,173617.00,8186.00,8759.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,157918.00,6515.00,7818.00
2019,December,Asia,Pakistan,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,176257.00,8393.00,8981.00
2019,December,Asia,Pakistan,DTC,Concessionaire,Levis,Levis Mens,Mens,No Product Category,2019 Actual Rate,176992.00,8957.00,10122.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Footwear,2019 Actual Rate,204706.00,7428.00,8913.00
2019,December,Asia,Pakistan,Wholesale,Licensing,Denizen,,Womens,Accessories,2019 Actual Rate,185102.00,9551.00,10984.00
2019,December,Asia,Pakistan,DTC,Outlet,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,200402.00,6949.00,8130.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Denizen,,Womens,Bottoms,FCST10 Rate,197513.00,8470.00,9740.00
2019,December,Asia,Pakistan,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,184700.00,7873.00,9526.00
2019,December,Asia,Pakistan,Wholesale,Wholesale,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,154882.00,5062.00,5315.00
2019,December,Asia,Pakistan,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,182250.00,5678.00,6472.00
2019,December,Asia,Pakistan,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,159737.00,6876.00,8252.00
2019,December,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,189353.00,8587.00,9189.00
2019,November,Asia,Pakistan,DTC,Concessionaire,Dockers,,Womens,Tops,2019 Actual Rate,194185.00,10675.00,11209.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2019 Actual Rate,169336.00,6149.00,6579.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Signature,,Mens,Footwear,FCST10 Rate,189677.00,7930.00,9595.00
2019,November,Asia,Pakistan,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,207640.00,11523.00,13597.00
2019,November,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2019 Actual Rate,177545.00,7901.00,9245.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,176049.00,6771.00,7922.00
2019,November,Asia,Pakistan,DTC,Ecomm,Signature,,Womens,No Product Category,FCST10 Rate,174587.00,5789.00,7236.00
2019,November,Asia,Pakistan,DTC,Ecomm,Signature,,Mens,Tops,2019 Actual Rate,165544.00,5740.00,6601.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2019 Actual Rate,186588.00,6287.00,7858.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Dockers,,Womens,Tops,2019 Actual Rate,188946.00,7130.00,7843.00
2019,November,Asia,Pakistan,DTC,Commissionaire,Dockers,,Mens,Bottoms,2019 Actual Rate,193517.00,6607.00,7796.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Signature,,Mens,Accessories,2019 Actual Rate,196646.00,7491.00,8465.00
2019,November,Asia,Pakistan,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,201958.00,9089.00,9998.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Dockers,,Mens,Bottoms,2019 Actual Rate,164660.00,8968.00,10941.00
2019,November,Asia,Pakistan,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,154974.00,5065.00,5723.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Footwear,2019 Actual Rate,171033.00,6950.00,8479.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Dockers,,Mens,Bottoms,2019 Actual Rate,162640.00,5498.00,6818.00
2019,November,Asia,Pakistan,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,175970.00,8542.00,9311.00
2019,November,Asia,Pakistan,DTC,Ecomm,Signature,,Womens,Tops,FCST4 Rate,177298.00,6208.00,7263.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Womens,Womens,Accessories,2019 Actual Rate,190099.00,6243.00,6930.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,153802.00,8460.00,9391.00
2019,November,Asia,Pakistan,DTC,Concessionaire,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,194595.00,7413.00,8599.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,FCST10 Rate,159597.00,5960.00,7390.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,169017.00,5658.00,6111.00
2019,November,Asia,Pakistan,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2019 Actual Rate,190307.00,6905.00,8562.00
2019,November,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,162236.00,8666.00,9100.00
2019,November,Asia,Pakistan,Wholesale,Wholesale,Levis,Levis Womens,Womens,Tops,2019 Actual Rate,195002.00,6750.00,7357.00
2019,October,Asia,Pakistan,DTC,Outlet,Denizen,,Womens,Bottoms,2019 Actual Rate,161857.00,5289.00,5713.00
2019,October,Asia,Pakistan,Wholesale,Franchise,Signature,,Mens,Footwear,2019 Actual Rate,186668.00,10359.00,12224.00
2019,October,Asia,Pakistan,DTC,Ecomm,Levis,Levis Mens,Mens,Accessories,2019 Actual Rate,182304.00,7099.00,8164.00
2019,October,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,197240.00,8621.00,10517.00
2019,October,Asia,Pakistan,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2019 Actual Rate,185053.00,6235.00,6921.00
2019,October,Asia,Pakistan,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,172159.00,5572.00,6463.00
2019,October,Asia,Pakistan,DTC,Concessionaire,Levis,Levis Mens,Mens,Tops,2019 Actual Rate,180985.00,6265.00,7831.00
2019,October,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2019 Actual Rate,207008.00,7583.00,8872.00
2019,October,Asia,Pakistan,DTC,Concessionaire,Levis,Levis Womens,Womens,Footwear,2019 Actual Rate,170247.00,6676.00,7210.00
2019,October,Asia,Pakistan,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2019 Actual Rate,196832.00,7498.00,8473.00
2019,October,Asia,Pakistan,Wholesale,Franchise,Denizen,,Womens,Footwear,2019 Actual Rate,199270.00,8494.00,9598.00
2019,October,Asia,Pakistan,Wholesale,Franchise,Signature,,Mens,Bottoms,2019 Actual Rate,194662.00,9757.00,10831.00
